,state,geoid,year,month,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,date,date_str
513,California,USA-06,2020,12,34536.19,32465.23,82.17,217.94,183.56,0.46,2020-12-01,2020-12
514,Colorado,USA-08,2020,12,3260.55,3453.84,59.98,58.68,56.36,0.98,2020-12-01,2020-12
515,Connecticut,USA-09,2020,12,2206.87,2193.81,61.53,31.45,30.36,0.85,2020-12-01,2020-12
516,Delaware,USA-10,2020,12,703.29,690.92,70.95,4.97,4.46,0.46,2020-12-01,2020-12
517,District of Columbia,USA-11,2020,12,239.71,236.56,33.52,3.42,2.99,0.42,2020-12-01,2020-12
518,Florida,USA-12,2020,12,10451.48,9942.92,46.29,99.23,95.53,0.45,2020-12-01,2020-12
519,Georgia,USA-13,2020,12,6120.55,5557.12,52.11,44.84,41.9,0.39,2020-12-01,2020-12
520,Guam,USA-66,2020,12,15.0,17.0,10.09,0.32,0.4,0.24,2020-12-01,2020-12
521,Hawaii,USA-15,2020,12,111.39,108.89,7.69,1.42,1.6,0.11,2020-12-01,2020-12
522,Idaho,USA-16,2020,12,1265.48,1261.91,70.61,16.16,15.16,0.85,2020-12-01,2020-12
523,Illinois,USA-17,2020,12,7677.9,7815.19,61.67,160.13,155.55,1.23,2020-12-01,2020-12
524,Indiana,USA-18,2020,12,5572.94,5645.69,83.86,81.94,76.57,1.14,2020-12-01,2020-12
525,Iowa,USA-19,2020,12,1647.68,1691.84,53.62,47.26,41.98,1.33,2020-12-01,2020-12
526,Kansas,USA-20,2020,12,2097.65,2093.43,71.86,38.1,35.97,1.23,2020-12-01,2020-12
527,Kentucky,USA-21,2020,12,2760.42,2811.69,62.93,28.74,28.04,0.63,2020-12-01,2020-12
528,Louisiana,USA-22,2020,12,2672.94,2426.85,52.2,34.45,31.84,0.69,2020-12-01,2020-12
529,Maine,USA-23,2020,12,401.42,364.97,27.15,4.94,4.41,0.33,2020-12-01,2020-12
530,Maryland,USA-24,2020,12,2520.13,2486.68,41.13,40.45,38.5,0.64,2020-12-01,2020-12
531,Massachusetts,USA-25,2020,12,4807.94,4491.05,65.16,54.03,49.3,0.71,2020-12-01,2020-12
532,Michigan,USA-26,2020,12,4469.87,4929.21,49.36,111.13,111.9,1.12,2020-12-01,2020-12
533,Minnesota,USA-27,2020,12,3114.16,3569.44,63.29,55.81,55.49,0.98,2020-12-01,2020-12
534,Mississippi,USA-28,2020,12,2017.45,1943.0,65.29,31.61,28.54,0.96,2020-12-01,2020-12
535,Missouri,USA-29,2020,12,3343.74,3368.85,54.89,61.48,57.88,0.94,2020-12-01,2020-12
536,Montana,USA-30,2020,12,627.26,654.23,61.21,8.97,8.8,0.82,2020-12-01,2020-12
537,Nebraska,USA-31,2020,12,1250.06,1299.69,67.19,20.74,20.51,1.06,2020-12-01,2020-12
538,Nevada,USA-32,2020,12,2336.74,2334.85,75.8,31.84,29.24,0.95,2020-12-01,2020-12
539,New Hampshire,USA-33,2020,12,743.03,713.07,52.44,7.52,6.41,0.47,2020-12-01,2020-12
540,New Jersey,USA-34,2020,12,4524.13,4492.64,50.58,66.1,58.76,0.66,2020-12-01,2020-12
541,New Mexico,USA-35,2020,12,1477.48,1529.99,72.97,29.39,28.53,1.36,2020-12-01,2020-12
542,New York,USA-36,2020,12,10525.55,9972.52,51.26,109.9,101.16,0.52,2020-12-01,2020-12
543,North Carolina,USA-37,2020,12,5680.71,5451.74,51.98,48.87,45.59,0.44,2020-12-01,2020-12
544,North Dakota,USA-38,2020,12,427.23,416.79,54.69,11.81,11.3,1.48,2020-12-01,2020-12
545,Northern Mariana Islands,USA-69,2020,12,0.52,0.55,1.02,0.0,0.0,0.0,2020-12-01,2020-12
546,Ohio,USA-39,2020,12,9010.23,8493.28,72.66,81.71,75.33,0.65,2020-12-01,2020-12
547,Oklahoma,USA-40,2020,12,3006.16,2993.79,75.66,24.06,22.39,0.57,2020-12-01,2020-12
548,Oregon,USA-41,2020,12,1241.13,1267.03,30.04,18.26,18.3,0.43,2020-12-01,2020-12
549,Pennsylvania,USA-42,2020,12,9002.87,8855.87,69.17,180.03,162.05,1.27,2020-12-01,2020-12
550,Puerto Rico,USA-72,2020,12,766.0,763.67,22.55,12.81,12.46,0.37,2020-12-01,2020-12
551,Rhode Island,USA-44,2020,12,1007.29,1035.41,97.74,13.03,13.23,1.25,2020-12-01,2020-12
552,South Carolina,USA-45,2020,12,2903.87,2718.1,52.79,29.52,26.98,0.52,2020-12-01,2020-12
553,South Dakota,USA-46,2020,12,603.23,642.34,72.61,17.48,18.35,2.07,2020-12-01,2020-12
554,Tennessee,USA-47,2020,12,6650.55,6588.47,96.48,74.19,68.48,1.0,2020-12-01,2020-12
555,Texas,USA-48,2020,12,16405.94,14065.56,48.51,199.58,183.75,0.63,2020-12-01,2020-12
556,Utah,USA-49,2020,12,2608.65,2555.33,79.71,12.87,12.38,0.39,2020-12-01,2020-12
557,Vermont,USA-50,2020,12,104.52,96.72,15.5,2.16,1.96,0.31,2020-12-01,2020-12
558,Virgin Islands,USA-78,2020,12,15.71,14.6,13.74,0.0,0.0,0.0,2020-12-01,2020-12
559,Virginia,USA-51,2020,12,3604.81,3432.84,40.22,31.29,28.0,0.33,2020-12-01,2020-12
560,Washington,USA-53,2020,12,2544.81,2550.32,33.49,20.26,23.23,0.3,2020-12-01,2020-12
561,West Virginia,USA-54,2020,12,1209.42,1191.01,66.46,19.45,18.26,1.02,2020-12-01,2020-12
562,Wisconsin,USA-55,2020,12,3506.71,3582.84,61.53,56.16,54.18,0.93,2020-12-01,2020-12
563,Wyoming,USA-56,2020,12,358.19,390.67,67.5,7.19,6.23,1.08,2020-12-01,2020-12
564,Alabama,USA-01,2021,01,3174.61,3297.87,67.26,92.29,77.39,1.58,2021-01-01,2021-01
565,Alaska,USA-02,2021,01,233.71,249.23,34.07,1.77,1.87,0.26,2021-01-01,2021-01
566,Arizona,USA-04,2021,01,7572.48,7768.16,106.72,136.81,140.8,1.94,2021-01-01,2021-01
567,Arkansas,USA-05,2021,01,2262.26,2343.19,77.65,38.45,39.58,1.31,2021-01-01,2021-01
568,California,USA-06,2021,01,32780.77,34575.21,87.5,482.68,473.19,1.2,2021-01-01,2021-01
569,Colorado,USA-08,2021,01,1985.77,2096.45,36.4,26.84,30.12,0.52,2021-01-01,2021-01
570,Connecticut,USA-09,2021,01,2074.68,2200.14,61.71,33.9,35.79,1.0,2021-01-01,2021-01
571,Delaware,USA-10,2021,01,665.0,675.82,69.4,5.29,5.51,0.57,2021-01-01,2021-01
572,District of Columbia,USA-11,2021,01,254.48,253.26,35.89,4.1,4.1,0.58,2021-01-01,2021-01
573,Florida,USA-12,2021,01,12840.71,13002.35,60.54,155.03,150.59,0.7,2021-01-01,2021-01
574,Georgia,USA-13,2021,01,7780.13,8016.25,75.18,102.9,95.8,0.9,2021-01-01,2021-01
575,Guam,USA-66,2021,01,8.71,9.26,5.49,0.23,0.25,0.15,2021-01-01,2021-01
576,Hawaii,USA-15,2021,01,139.58,140.43,9.92,3.9,1.87,0.13,2021-01-01,2021-01
577,Idaho,USA-16,2021,01,689.48,764.87,42.8,9.32,10.99,0.61,2021-01-01,2021-01
578,Illinois,USA-17,2021,01,5255.16,5550.25,43.8,105.26,113.74,0.9,2021-01-01,2021-01
579,Indiana,USA-18,2021,01,3720.58,3933.13,58.42,55.19,61.53,0.91,2021-01-01,2021-01
580,Iowa,USA-19,2021,01,1216.0,1277.69,40.5,32.58,24.35,0.77,2021-01-01,2021-01
581,Kansas,USA-20,2021,01,1683.16,1810.68,62.15,33.48,39.43,1.35,2021-01-01,2021-01
582,Kentucky,USA-21,2021,01,3162.23,3153.87,70.59,32.94,31.67,0.71,2021-01-01,2021-01
583,Louisiana,USA-22,2021,01,2753.26,2885.81,62.08,44.23,44.34,0.95,2021-01-01,2021-01
584,Maine,USA-23,2021,01,487.84,507.43,37.75,7.84,7.68,0.57,2021-01-01,2021-01
585,Maryland,USA-24,2021,01,2510.16,2554.82,42.26,39.74,40.87,0.68,2021-01-01,2021-01
586,Massachusetts,USA-25,2021,01,4801.52,5000.95,72.56,69.48,70.56,1.02,2021-01-01,2021-01
587,Michigan,USA-26,2021,01,2620.42,2723.98,27.28,80.84,83.28,0.83,2021-01-01,2021-01
588,Minnesota,USA-27,2021,01,1500.45,1561.8,27.69,28.58,31.35,0.56,2021-01-01,2021-01
589,Mississippi,USA-28,2021,01,1909.35,1982.34,66.61,40.58,41.09,1.38,2021-01-01,2021-01
590,Missouri,USA-29,2021,01,2609.45,2808.34,45.76,41.58,44.81,0.73,2021-01-01,2021-01
591,Montana,USA-30,2021,01,395.48,407.17,38.1,8.77,8.74,0.82,2021-01-01,2021-01
592,Nebraska,USA-31,2021,01,773.16,841.53,43.5,10.81,11.55,0.6,2021-01-01,2021-01
593,Nevada,USA-32,2021,01,1718.77,1803.34,58.55,36.61,37.48,1.22,2021-01-01,2021-01
594,New Hampshire,USA-33,2021,01,698.94,726.31,53.42,9.61,9.59,0.7,2021-01-01,2021-01
595,New Jersey,USA-34,2021,01,7014.52,5421.16,61.03,78.77,81.45,0.92,2021-01-01,2021-01
596,New Mexico,USA-35,2021,01,1005.39,1053.73,50.25,26.0,27.1,1.29,2021-01-01,2021-01
597,New York,USA-36,2021,01,14229.81,14261.36,73.31,181.32,177.34,0.91,2021-01-01,2021-01
598,North Carolina,USA-37,2021,01,7002.84,7247.18,69.1,82.9,78.46,0.75,2021-01-01,2021-01
599,North Dakota,USA-38,2021,01,166.23,179.71,23.58,4.77,5.11,0.67,2021-01-01,2021-01
600,Northern Mariana Islands,USA-69,2021,01,0.29,0.35,0.66,0.0,0.0,0.0,2021-01-01,2021-01
601,Ohio,USA-39,2021,01,6303.61,6614.63,56.59,71.48,75.17,0.64,2021-01-01,2021-01
602,Oklahoma,USA-40,2021,01,3178.58,3206.71,81.04,34.13,32.89,0.83,2021-01-01,2021-01
603,Oregon,USA-41,2021,01,918.97,977.94,23.19,15.71,15.69,0.37,2021-01-01,2021-01
604,Pennsylvania,USA-42,2021,01,6522.06,6738.66,52.64,183.71,192.68,1.5,2021-01-01,2021-01
605,Puerto Rico,USA-72,2021,01,559.13,597.82,17.65,10.52,11.13,0.33,2021-01-01,2021-01
606,Rhode Island,USA-44,2021,01,854.48,889.48,83.96,12.16,12.44,1.17,2021-01-01,2021-01
607,South Carolina,USA-45,2021,01,4383.19,4322.45,83.95,56.32,52.61,1.02,2021-01-01,2021-01
608,South Dakota,USA-46,2021,01,293.1,318.95,36.05,9.35,9.35,1.06,2021-01-01,2021-01
609,Tennessee,USA-47,2021,01,4539.06,4841.12,70.89,87.45,87.04,1.27,2021-01-01,2021-01
610,Texas,USA-48,2021,01,19433.32,19752.13,68.12,293.13,287.77,0.99,2021-01-01,2021-01
611,Utah,USA-49,2021,01,2258.45,2387.18,74.46,12.74,13.08,0.41,2021-01-01,2021-01
612,Vermont,USA-50,2021,01,146.87,142.25,22.8,1.23,1.46,0.23,2021-01-01,2021-01
613,Virgin Islands,USA-78,2021,01,11.84,11.5,10.83,0.03,0.04,0.03,2021-01-01,2021-01
614,Virginia,USA-51,2021,01,5006.29,5011.69,58.72,46.19,46.78,0.55,2021-01-01,2021-01
615,Washington,USA-53,2021,01,2087.26,2184.42,28.69,27.29,31.12,0.41,2021-01-01,2021-01
616,West Virginia,USA-54,2021,01,1150.55,1181.89,65.95,22.13,22.35,1.25,2021-01-01,2021-01
617,Wisconsin,USA-55,2021,01,2312.97,2453.52,42.14,38.45,39.7,0.68,2021-01-01,2021-01
618,Wyoming,USA-56,2021,01,242.03,251.89,43.52,5.1,6.75,1.17,2021-01-01,2021-01
619,Alabama,USA-01,2021,02,1200.46,1388.26,28.31,80.04,88.59,1.81,2021-02-01,2021-02
620,Alaska,USA-02,2021,02,137.89,150.24,20.54,0.93,1.35,0.18,2021-02-01,2021-02
621,Arizona,USA-04,2021,02,2094.86,2459.75,33.79,102.14,109.41,1.5,2021-02-01,2021-02
622,Arkansas,USA-05,2021,02,969.54,975.79,32.33,13.39,22.3,0.74,2021-02-01,2021-02
623,California,USA-06,2021,02,8768.36,10108.79,25.58,403.04,399.03,1.01,2021-02-01,2021-02
624,Colorado,USA-08,2021,02,1208.29,1206.99,20.96,11.93,12.71,0.22,2021-02-01,2021-02
625,Connecticut,USA-09,2021,02,1068.68,1094.4,30.7,20.57,21.58,0.61,2021-02-01,2021-02
626,Delaware,USA-10,2021,02,311.71,334.05,34.3,11.86,10.16,1.04,2021-02-01,2021-02
627,District of Columbia,USA-11,2021,02,133.07,142.21,20.15,3.71,3.8,0.54,2021-02-01,2021-02
628,Florida,USA-12,2021,02,6708.71,7231.18,33.67,156.18,159.32,0.74,2021-02-01,2021-02
629,Georgia,USA-13,2021,02,3449.82,3738.97,35.06,106.39,113.88,1.07,2021-02-01,2021-02
630,Guam,USA-66,2021,02,5.32,5.65,3.35,0.07,0.08,0.04,2021-02-01,2021-02
631,Hawaii,USA-15,2021,02,60.25,64.09,4.53,1.04,1.13,0.08,2021-02-01,2021-02
632,Idaho,USA-16,2021,02,301.68,317.61,17.77,4.82,5.24,0.29,2021-02-01,2021-02
633,Illinois,USA-17,2021,02,2184.71,2351.93,18.56,53.32,56.7,0.45,2021-02-01,2021-02
634,Indiana,USA-18,2021,02,1253.11,1399.76,20.79,92.82,39.68,0.59,2021-02-01,2021-02
635,Iowa,USA-19,2021,02,608.82,648.71,20.56,20.32,23.57,0.75,2021-02-01,2021-02
636,Kansas,USA-20,2021,02,684.46,728.73,25.01,34.14,35.2,1.21,2021-02-01,2021-02
637,Kentucky,USA-21,2021,02,1483.39,1637.09,36.64,28.89,30.36,0.68,2021-02-01,2021-02
638,Louisiana,USA-22,2021,02,1052.64,1205.31,25.93,26.75,29.32,0.63,2021-02-01,2021-02
639,Maine,USA-23,2021,02,189.64,204.51,15.22,4.04,4.15,0.31,2021-02-01,2021-02
640,Maryland,USA-24,2021,02,986.86,1099.1,18.18,26.5,27.78,0.46,2021-02-01,2021-02
641,Massachusetts,USA-25,2021,02,2040.11,2218.72,32.19,55.04,57.48,0.83,2021-02-01,2021-02
642,Michigan,USA-26,2021,02,1309.39,1345.18,13.47,35.07,37.28,0.37,2021-02-01,2021-02
643,Minnesota,USA-27,2021,02,813.82,832.27,14.76,10.11,11.0,0.2,2021-02-01,2021-02
644,Mississippi,USA-28,2021,02,706.93,798.37,26.83,22.71,24.42,0.82,2021-02-01,2021-02
645,Missouri,USA-29,2021,02,895.36,995.11,16.21,43.07,43.07,0.7,2021-02-01,2021-02
646,Montana,USA-30,2021,02,215.64,233.69,21.87,4.43,3.62,0.34,2021-02-01,2021-02
647,Nebraska,USA-31,2021,02,340.54,363.13,18.77,6.21,6.52,0.34,2021-02-01,2021-02
648,Nevada,USA-32,2021,02,548.86,620.24,20.14,24.5,26.96,0.87,2021-02-01,2021-02
649,New Hampshire,USA-33,2021,02,347.46,353.51,26.0,4.04,5.06,0.37,2021-02-01,2021-02
650,New Jersey,USA-34,2021,02,3304.39,3478.2,39.16,63.14,65.0,0.73,2021-02-01,2021-02
651,New Mexico,USA-35,2021,02,395.29,437.84,20.88,15.39,16.12,0.77,2021-02-01,2021-02
652,New York,USA-36,2021,02,7998.57,8464.33,43.51,141.61,148.64,0.76,2021-02-01,2021-02
653,North Carolina,USA-37,2021,02,3620.32,3878.75,36.98,66.43,73.77,0.7,2021-02-01,2021-02
654,North Dakota,USA-38,2021,02,78.0,85.49,11.22,1.0,1.1,0.14,2021-02-01,2021-02
655,Northern Mariana Islands,USA-69,2021,02,0.43,0.44,0.81,0.0,0.0,0.0,2021-02-01,2021-02
656,Ohio,USA-39,2021,02,2558.21,2822.18,24.14,218.61,64.78,0.55,2021-02-01,2021-02
657,Oklahoma,USA-40,2021,02,1251.29,1441.16,36.42,31.46,31.5,0.8,2021-02-01,2021-02
658,Oregon,USA-41,2021,02,470.71,486.27,11.53,8.79,9.48,0.22,2021-02-01,2021-02
659,Pennsylvania,USA-42,2021,02,3130.96,3461.89,27.04,83.61,93.62,0.73,2021-02-01,2021-02
660,Puerto Rico,USA-72,2021,02,238.32,253.18,7.48,7.39,7.46,0.22,2021-02-01,2021-02
661,Rhode Island,USA-44,2021,02,399.43,412.16,38.91,12.43,9.84,0.93,2021-02-01,2021-02
662,South Carolina,USA-45,2021,02,2622.75,2836.7,55.1,53.71,57.89,1.12,2021-02-01,2021-02
663,South Dakota,USA-46,2021,02,149.18,149.19,16.86,3.93,4.42,0.5,2021-02-01,2021-02
664,Tennessee,USA-47,2021,02,1712.21,1867.55,27.35,62.86,69.02,1.01,2021-02-01,2021-02
665,Texas,USA-48,2021,02,9904.39,10140.2,34.97,239.54,247.9,0.85,2021-02-01,2021-02
666,Utah,USA-49,2021,02,880.96,970.88,30.28,9.64,9.23,0.29,2021-02-01,2021-02
667,Vermont,USA-50,2021,02,115.46,119.18,19.1,1.07,1.05,0.17,2021-02-01,2021-02
668,Virgin Islands,USA-78,2021,02,8.86,8.54,8.04,0.04,0.07,0.06,2021-02-01,2021-02
669,Virginia,USA-51,2021,02,2545.39,2786.51,32.65,74.57,61.03,0.72,2021-02-01,2021-02
670,Washington,USA-53,2021,02,959.82,1041.65,13.68,23.39,24.97,0.33,2021-02-01,2021-02
671,West Virginia,USA-54,2021,02,387.64,438.24,24.45,9.86,11.18,0.62,2021-02-01,2021-02
672,Wisconsin,USA-55,2021,02,901.43,988.43,16.98,20.79,22.41,0.38,2021-02-01,2021-02
673,Wyoming,USA-56,2021,02,88.64,96.5,16.67,2.68,2.87,0.5,2021-02-01,2021-02
674,Alabama,USA-01,2021,03,714.06,566.08,11.55,20.16,26.64,0.54,2021-03-01,2021-03
675,Alaska,USA-02,2021,03,152.03,139.77,19.11,0.65,0.69,0.09,2021-03-01,2021-03
676,Arizona,USA-04,2021,03,792.87,839.8,11.54,31.84,40.86,0.56,2021-03-01,2021-03
677,Arkansas,USA-05,2021,03,257.52,303.36,10.05,12.35,12.42,0.41,2021-03-01,2021-03
678,California,USA-06,2021,03,3208.71,3449.11,8.73,227.32,216.77,0.55,2021-03-01,2021-03
679,Colorado,USA-08,2021,03,1090.71,1071.17,18.6,4.19,5.16,0.09,2021-03-01,2021-03
680,Connecticut,USA-09,2021,03,998.13,918.51,25.76,8.52,8.76,0.25,2021-03-01,2021-03
681,Delaware,USA-10,2021,03,258.16,243.35,24.99,4.42,4.68,0.48,2021-03-01,2021-03
682,District of Columbia,USA-11,2021,03,126.29,128.43,18.2,1.52,1.73,0.24,2021-03-01,2021-03
683,Florida,USA-12,2021,03,4790.77,4887.95,22.76,83.0,88.01,0.41,2021-03-01,2021-03
684,Georgia,USA-13,2021,03,1720.71,1878.92,17.62,55.35,58.47,0.55,2021-03-01,2021-03
685,Guam,USA-66,2021,03,2.29,2.31,1.37,0.1,0.14,0.09,2021-03-01,2021-03
686,Hawaii,USA-15,2021,03,74.39,71.56,5.05,0.77,0.85,0.06,2021-03-01,2021-03
687,Idaho,USA-16,2021,03,304.32,294.04,16.45,3.32,3.53,0.2,2021-03-01,2021-03
688,Illinois,USA-17,2021,03,1877.77,1822.35,14.38,27.23,28.78,0.23,2021-03-01,2021-03
689,Indiana,USA-18,2021,03,803.39,802.81,11.92,15.03,16.8,0.25,2021-03-01,2021-03
690,Iowa,USA-19,2021,03,482.16,477.83,15.15,8.81,9.34,0.3,2021-03-01,2021-03
691,Kansas,USA-20,2021,03,253.52,251.93,8.65,5.74,8.68,0.3,2021-03-01,2021-03
692,Kentucky,USA-21,2021,03,700.77,747.92,16.74,44.03,28.03,0.63,2021-03-01,2021-03
693,Louisiana,USA-22,2021,03,478.48,522.58,11.24,17.19,17.98,0.39,2021-03-01,2021-03
694,Maine,USA-23,2021,03,189.35,185.05,13.77,1.29,2.0,0.15,2021-03-01,2021-03
695,Maryland,USA-24,2021,03,943.48,913.08,15.1,13.45,14.35,0.24,2021-03-01,2021-03
696,Massachusetts,USA-25,2021,03,1755.87,1718.78,24.94,34.42,36.21,0.52,2021-03-01,2021-03
697,Michigan,USA-26,2021,03,3234.16,2747.84,27.52,19.81,20.31,0.2,2021-03-01,2021-03
698,Minnesota,USA-27,2021,03,1127.26,1039.78,18.44,12.1,8.21,0.15,2021-03-01,2021-03
699,Mississippi,USA-28,2021,03,333.9,380.93,12.8,11.32,12.31,0.41,2021-03-01,2021-03
700,Missouri,USA-29,2021,03,2074.19,591.38,9.64,19.19,21.45,0.35,2021-03-01,2021-03
701,Montana,USA-30,2021,03,150.9,143.92,13.47,2.55,2.73,0.25,2021-03-01,2021-03
702,Nebraska,USA-31,2021,03,267.87,269.95,13.96,2.68,3.44,0.18,2021-03-01,2021-03
703,Nevada,USA-32,2021,03,322.06,337.73,10.96,9.42,9.77,0.32,2021-03-01,2021-03
704,New Hampshire,USA-33,2021,03,282.32,274.28,20.17,2.19,2.32,0.17,2021-03-01,2021-03
705,New Jersey,USA-34,2021,03,3853.48,3767.34,42.41,41.16,42.41,0.48,2021-03-01,2021-03
706,New Mexico,USA-35,2021,03,210.32,223.16,10.64,7.19,8.21,0.39,2021-03-01,2021-03
707,New York,USA-36,2021,03,7337.77,7349.7,37.78,85.39,88.56,0.45,2021-03-01,2021-03
708,North Carolina,USA-37,2021,03,1804.16,1816.79,17.32,28.9,27.93,0.27,2021-03-01,2021-03
709,North Dakota,USA-38,2021,03,105.94,97.43,12.79,0.74,0.91,0.12,2021-03-01,2021-03
710,Northern Mariana Islands,USA-69,2021,03,0.52,0.53,0.99,0.0,0.0,0.0,2021-03-01,2021-03
711,Ohio,USA-39,2021,03,1617.55,1611.45,13.79,42.26,54.55,0.47,2021-03-01,2021-03
712,Oklahoma,USA-40,2021,03,446.97,501.32,12.67,16.94,21.99,0.56,2021-03-01,2021-03
713,Oregon,USA-41,2021,03,303.74,306.63,7.27,5.74,6.06,0.14,2021-03-01,2021-03
714,Pennsylvania,USA-42,2021,03,3048.52,2885.46,22.54,35.29,39.44,0.31,2021-03-01,2021-03
715,Puerto Rico,USA-72,2021,03,219.61,202.9,5.99,2.48,3.17,0.09,2021-03-01,2021-03
716,Rhode Island,USA-44,2021,03,377.65,359.99,33.98,3.77,3.88,0.37,2021-03-01,2021-03
717,South Carolina,USA-45,2021,03,1122.81,1213.47,23.57,19.35,21.95,0.43,2021-03-01,2021-03
718,South Dakota,USA-46,2021,03,172.0,170.01,19.22,1.52,1.9,0.22,2021-03-01,2021-03
719,Tennessee,USA-47,2021,03,1170.94,1188.76,17.41,15.52,17.73,0.26,2021-03-01,2021-03
720,Texas,USA-48,2021,03,4507.97,4732.99,16.32,148.1,160.8,0.55,2021-03-01,2021-03
721,Utah,USA-49,2021,03,464.81,489.41,15.27,6.03,6.88,0.21,2021-03-01,2021-03
722,Vermont,USA-50,2021,03,131.52,126.16,20.22,0.74,0.74,0.12,2021-03-01,2021-03
723,Virgin Islands,USA-78,2021,03,8.42,8.6,8.09,0.03,0.03,0.03,2021-03-01,2021-03
724,Virginia,USA-51,2021,03,1384.71,1427.88,16.73,54.84,66.38,0.78,2021-03-01,2021-03
725,Washington,USA-53,2021,03,782.68,752.41,9.88,9.19,10.02,0.13,2021-03-01,2021-03
726,West Virginia,USA-54,2021,03,318.81,313.94,17.52,12.13,5.93,0.33,2021-03-01,2021-03
727,Wisconsin,USA-55,2021,03,608.71,618.12,10.62,9.58,10.53,0.18,2021-03-01,2021-03
728,Wyoming,USA-56,2021,03,61.81,63.18,10.92,0.94,0.85,0.15,2021-03-01,2021-03
729,Alabama,USA-01,2021,04,417.8,341.16,6.96,11.4,11.28,0.23,2021-04-01,2021-04
730,Alaska,USA-02,2021,04,167.97,168.77,23.07,1.03,0.32,0.05,2021-04-01,2021-04
731,Arizona,USA-04,2021,04,689.53,656.43,9.02,11.9,14.43,0.2,2021-04-01,2021-04
732,Arkansas,USA-05,2021,04,177.57,171.77,5.69,3.77,4.42,0.15,2021-04-01,2021-04
733,California,USA-06,2021,04,2439.2,2559.12,6.48,83.2,89.02,0.23,2021-04-01,2021-04
734,Colorado,USA-08,2021,04,1632.33,1569.67,27.26,8.57,4.82,0.08,2021-04-01,2021-04
735,Connecticut,USA-09,2021,04,944.83,1004.4,28.17,7.03,6.56,0.18,2021-04-01,2021-04
736,Delaware,USA-10,2021,04,320.1,321.88,33.06,2.2,2.39,0.24,2021-04-01,2021-04
737,District of Columbia,USA-11,2021,04,106.13,111.15,15.75,1.37,1.5,0.21,2021-04-01,2021-04
738,Florida,USA-12,2021,04,5859.43,5833.37,27.16,57.87,59.06,0.27,2021-04-01,2021-04
739,Georgia,USA-13,2021,04,1354.97,1364.42,12.8,36.37,36.01,0.34,2021-04-01,2021-04
740,Guam,USA-66,2021,04,5.23,4.6,2.73,0.07,0.14,0.08,2021-04-01,2021-04
741,Hawaii,USA-15,2021,04,99.6,97.7,6.9,0.67,0.63,0.05,2021-04-01,2021-04
742,Idaho,USA-16,2021,04,236.1,243.39,13.62,2.77,2.86,0.16,2021-04-01,2021-04
743,Illinois,USA-17,2021,04,3018.47,2966.1,23.41,23.73,22.62,0.18,2021-04-01,2021-04
744,Indiana,USA-18,2021,04,1131.87,1056.49,15.69,9.77,9.36,0.14,2021-04-01,2021-04
745,Iowa,USA-19,2021,04,447.97,459.53,14.56,6.9,6.95,0.22,2021-04-01,2021-04
746,Kansas,USA-20,2021,04,218.53,224.94,7.72,3.73,3.76,0.13,2021-04-01,2021-04
747,Kentucky,USA-21,2021,04,578.57,564.68,12.64,15.63,16.93,0.38,2021-04-01,2021-04
748,Louisiana,USA-22,2021,04,454.93,443.84,9.55,8.03,8.49,0.18,2021-04-01,2021-04
749,Maine,USA-23,2021,04,356.97,351.19,26.13,1.37,1.32,0.1,2021-04-01,2021-04
750,Maryland,USA-24,2021,04,1202.03,1232.41,20.39,15.27,14.63,0.24,2021-04-01,2021-04
751,Massachusetts,USA-25,2021,04,1779.77,1864.02,27.04,14.17,15.69,0.23,2021-04-01,2021-04
752,Michigan,USA-26,2021,04,6325.1,6493.21,65.02,54.37,49.9,0.5,2021-04-01,2021-04
753,Minnesota,USA-27,2021,04,1876.6,1859.72,32.98,10.37,9.18,0.16,2021-04-01,2021-04
754,Mississippi,USA-28,2021,04,225.13,222.6,7.48,5.57,6.13,0.21,2021-04-01,2021-04
755,Missouri,USA-29,2021,04,400.33,626.16,10.2,8.87,9.94,0.16,2021-04-01,2021-04
756,Montana,USA-30,2021,04,141.8,139.93,13.09,4.5,4.25,0.4,2021-04-01,2021-04
757,Nebraska,USA-31,2021,04,340.8,351.93,18.19,2.8,3.4,0.18,2021-04-01,2021-04
758,Nevada,USA-32,2021,04,387.97,360.14,11.69,7.17,6.98,0.23,2021-04-01,2021-04
759,New Hampshire,USA-33,2021,04,357.0,371.68,27.33,2.17,1.9,0.14,2021-04-01,2021-04
760,New Jersey,USA-34,2021,04,2947.0,3556.65,40.04,34.2,34.8,0.39,2021-04-01,2021-04
761,New Mexico,USA-35,2021,04,202.7,198.98,9.49,4.33,3.83,0.18,2021-04-01,2021-04
762,New York,USA-36,2021,04,5824.23,6246.06,32.11,64.6,67.7,0.35,2021-04-01,2021-04
763,North Carolina,USA-37,2021,04,1838.1,1801.32,17.17,17.97,17.65,0.17,2021-04-01,2021-04
764,North Dakota,USA-38,2021,04,146.03,146.48,19.22,0.83,0.88,0.12,2021-04-01,2021-04
765,Northern Mariana Islands,USA-69,2021,04,0.17,0.19,0.35,0.0,0.0,0.0,2021-04-01,2021-04
766,Ohio,USA-39,2021,04,1824.87,1848.99,15.82,22.5,21.48,0.18,2021-04-01,2021-04
767,Oklahoma,USA-40,2021,04,331.37,333.53,8.43,61.17,8.54,0.21,2021-04-01,2021-04
